episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
300,0.7408182206817179,31,20.491694352159467,21.0,10.524916943521594,6768
301,0.7400777727467076,12,20.4635761589404,2.0,10.496688741721854,6782
302,0.7393380648895319,17,20.45214521452145,7.0,10.485148514851485,6801
303,0.7385990963704826,20,20.450657894736842,10.0,10.483552631578947,6823
304,0.7378608664505911,23,20.459016393442624,13.0,10.491803278688524,6848
305,0.7371233743916278,14,20.437908496732025,4.0,10.470588235294118,6864
306,0.7363866194561001,10,20.403908794788272,0.0,10.436482084690553,6876
307,0.7356506009072533,23,20.412337662337663,13.0,10.444805194805195,6901
308,0.7349153180090687,16,20.398058252427184,6.0,10.43042071197411,6919
309,0.7341807700262634,24,20.40967741935484,14.0,10.441935483870967,6945
310,0.7334469562242892,25,20.424437299035368,15.0,10.456591639871382,6972
311,0.7327138758693325,28,20.44871794871795,18.0,10.48076923076923,7002
312,0.7319815282283126,16,20.43450479233227,6.0,10.466453674121405,7020
313,0.731249912568882,17,20.423566878980893,7.0,10.455414012738853,7039
314,0.7305190281594249,17,20.41269841269841,7.0,10.444444444444445,7058
315,0.7297888742690568,28,20.436708860759495,18.0,10.468354430379748,7088
316,0.7290594501676237,20,20.43533123028391,10.0,10.466876971608833,7110
317,0.7283307551257017,16,20.42138364779874,6.0,10.452830188679245,7128
318,0.7276027884145955,25,20.435736677115987,15.0,10.467084639498433,7155
319,0.7268755493063382,14,20.415625,4.0,10.446875,7171
320,0.7261490370736909,14,20.39563862928349,4.0,10.426791277258568,7187
321,0.7254232509901412,8,20.357142857142858,-2.0,10.388198757763975,7197
322,0.7246981903299029,18,20.34984520123839,8.0,10.380804953560371,7217
323,0.7239738543679153,26,20.367283950617285,16.0,10.398148148148149,7245
324,0.7232502423798424,19,20.363076923076925,9.0,10.393846153846154,7266
325,0.7225273536420722,13,20.34049079754601,3.0,10.371165644171779,7281
326,0.7218051874317158,19,20.33639143730887,9.0,10.36697247706422,7302
327,0.721083743026607,10,20.304878048780488,0.0,10.335365853658537,7314
328,0.7203630197053014,30,20.33434650455927,20.0,10.364741641337385,7346
329,0.7196430167470754,11,20.306060606060605,1.0,10.336363636363636,7359
330,0.7189237334319262,29,20.332326283987914,19.0,10.362537764350453,7390
331,0.7182051690405703,17,20.322289156626507,7.0,10.352409638554217,7409
332,0.7174873228544433,15,20.306306306306308,5.0,10.336336336336336,7426
333,0.716770194155699,11,20.278443113772454,1.0,10.308383233532934,7439
334,0.7160537822272085,37,20.328358208955223,27.0,10.35820895522388,7478
335,0.7153380863525599,13,20.30654761904762,3.0,10.336309523809524,7493
336,0.7146231058160573,22,20.311572700296736,12.0,10.341246290801188,7517
337,0.71390883990272,9,20.27810650887574,-1.0,10.307692307692308,7528
338,0.7131952878982822,23,20.28613569321534,13.0,10.315634218289086,7553
339,0.7124824490891918,22,20.291176470588237,12.0,10.320588235294117,7577
340,0.7117703227626097,14,20.272727272727273,4.0,10.302052785923754,7593
341,0.7110589082064097,29,20.29824561403509,19.0,10.32748538011696,7624
342,0.7103482047091773,12,20.27405247813411,2.0,10.303206997084548,7638
343,0.7096382115602087,27,20.29360465116279,17.0,10.32267441860465,7667
344,0.7089289280495107,14,20.27536231884058,4.0,10.304347826086957,7683
